Thialkalicoccus			50:2161*	orthographically incorrect name	Bryantseva et al. 2000	The original spelling of the name,  <I>Thioalkalicoccus</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalicoccus</i> (IJSEM 51:267). This correction was withdrawn following a decision of the Judicial Commission of the International C			517366	517367
Thialkalicoccus	limnaeus		50:2162*	orthographically incorrect name	Bryantseva et al. 2000	The original spelling of the genus name,  <I>Thioalkalicoccus</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalicoccus</i> (IJSEM 51:267). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		785073	785076
Thialkalimicrobium			51:576*	orthographically incorrect name	Sorokin et al. 2001 emend. Sorokin et al. 2002	The original spelling of the name,  <I>Thioalkalimicrobium</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalimicrobium</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati			516812	516816
Thialkalimicrobium	aerophilum		51:578*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the genus name,  <I>Thioalkalimicrobium</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalimicrobium</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Int	1		782673	795243
Thialkalimicrobium	cyclicum		52:919*	orthographically incorrect name	Sorokin et al. 2002	The original spelling of the genus name,  <I>Thioalkalimicrobium</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalimicrobium</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Int	1		782674	795244
Thialkalimicrobium	sibiricum		51:578*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the genus name,  <I>Thioalkalimicrobium</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalimicrobium</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Int	1		782675	795247
Thialkalivibrio			51:578*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the name,  <I>Thioalkalivibrio</I> (sic )was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the International Co			516813	516818
Thialkalivibrio	denitrificans		51:579*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782676	782693
Thialkalivibrio	halophilus		55:548	orthographically incorrect name	Banciu et al. 2005	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		785074	782694
Thialkalivibrio	jannaschii		52:919*	orthographically incorrect name	Sorokin et al. 2002	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782677	782695
Thialkalivibrio	nitratireducens		53:1783*	orthographically incorrect name	Sorokin et al. 2003	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1	ALEN 2, DSM 14787, UNIQEM 213	782678	782696
Thialkalivibrio	nitratis		51:579*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 50:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782679	782697
Thialkalivibrio	paradoxus		52:663*	orthographically incorrect name	Sorokin et al. 2002	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782680	782698
Thialkalivibrio	thiocyanoxidans		52:663*	orthographically incorrect name	Sorokin et al. 2002	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782681	782701
Thialkalivibrio	versutus		51:579*	orthographically incorrect name	Sorokin et al. 2001	The original spelling of the genus name,  <I>Thioalkalivibrio</I> (sic), was corrected by the List Editor of the IJSEM to <i>Thialkalivibrio</i> (IJSEM 51:796). This correction was withdrawn following a decision of the Judicial Commission of the Internati	1		782682	782702
Thiorhodococcus	minus		48:328	orthographically incorrect name	Guyoneaud et al. 1998	nom. corrig.: IJSB 48:1131	1		785093	782770
Tsukamurella	paurometabolum		38:385*	orthographically incorrect name	(Steinhaus 1941) Collins et al. 1988	nom. corrig. IJSB 48:1073*	1, +		785129	782889
Tsukamurella	strandjordae		52:1075	orthographically incorrect name	Kattar et al. 2002		1		785130	782895
Vibrio	cyclotrophicus		51:65*	orthographically incorrect name	Hedlund and Staley 2001		1		785148	782999
Vibrio	shiloi		51:1387*	orthographically incorrect name	Kushmaro et al. 2001		1, n		785173	783017
Virgosporangium			51:1814*	orthographically incorrect name	Tamura et al. 2001				517385	516901
Virgosporangium	aurantiacum		51:1815*	orthographically incorrect name	Tamura et al. 2001		1		785181	783055
Virgosporangium	ochraceum		51:1815*	orthographically incorrect name	Tamura et al. 2001		1		785182	783056
Xenorhabdus	japonicus		45:619	orthographically incorrect name	Nishimura et al. 1995		1, n		785212	783164
Xenorhabdus	nematophilus		30:419 (AL)	orthographically incorrect name	(Poinar and Thomas 1965) Thomas and Poinar 1979		1, n		785214	783170
Xenorhabdus	nematophilus	beddingii	36:454*	orthographically incorrect name	Akhurst 1986		1, n		785215	783153
Xenorhabdus	nematophilus	bovienii	33:45*	orthographically incorrect name	Akhurst 1983		1, n		785216	783154
Xenorhabdus	nematophilus	nematophilus	33:45*	orthographically incorrect name	(Poinar and Thomas 1965) Thomas and Poinar 1979	nom. corrig.: IJSEM 50:1691 (<I>Xenorhabdus nematophila</I> subsp. <I>nematophila</I>)	1, n		783174	783170
Xenorhabdus	nematophilus	poinarii	33:45*	orthographically incorrect name	Akhurst 1983		1		785217	783175
Zobellia	galactanovorans		51:994*	orthographically incorrect name	Barbeyron et al. 2001		1		785232	783210
